LastUpdate;Country;Category;Indicator (text in app);Cod.Category;Cod.Indicator;value;comment
01-08-20;DNK;Info;National website with COVID-related information for TOURISM;1;5;;"<a href=""https://www.visitdenmark.com/"">Visit Denmark</a>"
01-08-20;DNK;Info;National website with COVID-related inofrmation for TRANSPORT;1;6;;
01-08-20;DNK;Info;National website about COVID situation;1;7;;"<a href=""http://sst.dk"">Info Coronavirus</a>"
01-08-20;DNK;Info;National Helpline for COVID;1;8;;+45 72 22 74 59
01-08-20;DNK;Info;Restrictions on the provision of tourist services at national or sub-national/regional level;1;9;;
01-08-20;DNK;Info;Useful Info for tourists;1;10;;"Before starting your journey, please check visa requirements for your destination at: <a href=""https://ec.europa.eu/home-affairs/what-we-do/policies/borders-and-visas/visa-policy/schengen_visa_en"">The Schengen visa</a>"
01-08-20;DNK;Travel;May I freely move within this country?;2;1;Y;
01-08-20;DNK;Travel;From within the EU/EEA, may I enter or exit this country for tourism? ;2;2;WL;"Persons resident in Scania, Halland, Blekinge, Schleswig-Holstein or Norway can enter Denmark regardless of the purpose of their entry if the region meets the criteria for being classified as open. <br>Travelling to and from EU countries is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked, with the exception of <strong>Luxembourg</strong>,&nbsp;<strong>Bulgaria</strong> and <strong>Romania</strong>.</p><p>Travelling to and from Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, Andorra, Monaco, Vatican City State and the Republic of San Marino, is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Persons residing in an 'open' (yellow) country may travel into Denmark with a worthy purpose or with documentation of a stay of minimum six nights.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>. The Danish Police website is updated every Thursday with decisions that will take effect on the forthcoming Saturday at 00.00.<br />Non-Danish citizens with clear symptoms such as dry cough and fever cannot enter Denmark.</p><p><strong>Mandatory Travel Documentation</strong></p><p>Information on required documentation is available on the <a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Specific measures for Danish residents exiting or returning to Denmark</strong></p><p>Danish nationals and persons resident in Denmark can enter Denmark regardless of the intended purpose of their entry.<br />If you are a Danish national, you need your Danish passport as proof of nationality.<br />If you are a resident in Denmark, you have to bring with you a personal identification document with proof of address.</p><p>If a country has significant entry restrictions and quarantine rules for Danish travellers, then the <a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">travel guide</a> will advise against unnecessary travel (orange) regardless of whether the country is categorised as open based on the objective criteria.</p><p><strong>Links to national sources</strong></p><p>For more information, you can also check the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Rules and documents required if you are resident in an open country and want to enter Denmark</a></p><p><a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">Travel guide</a>&nbsp;for Danish residents</p><p>&nbsp;"
01-08-20;DNK;Travel;May I transit this country?;2;3;WL;"You can travel through Denmark (transit) if you have a worthy purpose outside Denmark or you are going on holiday. This applies regardless of your habitual residence, and regardless of your vehicle.<br>More information are availabe on the <a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-in-transit"">Danish Police website</a>"
01-08-20;DNK;Travel;May I enter this country by car/motorbike/camper?;2;4;WL;"Persons resident in Scania, Halland, Blekinge, Schleswig-Holstein or Norway can enter Denmark regardless of the purpose of their entry if the region meets the criteria for being classified as open. <br>Travelling to and from EU countries is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked, with the exception of <strong>Luxembourg</strong>,&nbsp;<strong>Bulgaria</strong> and <strong>Romania</strong>.</p><p>Travelling to and from Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, Andorra, Monaco, Vatican City State and the Republic of San Marino, is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Persons residing in an 'open' (yellow) country may travel into Denmark with a worthy purpose or with documentation of a stay of minimum six nights.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>. The Danish Police website is updated every Thursday with decisions that will take effect on the forthcoming Saturday at 00.00.<br />Non-Danish citizens with clear symptoms such as dry cough and fever cannot enter Denmark.</p><p><strong>Mandatory Travel Documentation</strong></p><p>Information on required documentation is available on the <a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Specific measures for Danish residents exiting or returning to Denmark</strong></p><p>Danish nationals and persons resident in Denmark can enter Denmark regardless of the intended purpose of their entry.<br />If you are a Danish national, you need your Danish passport as proof of nationality.<br />If you are a resident in Denmark, you have to bring with you a personal identification document with proof of address.</p><p>If a country has significant entry restrictions and quarantine rules for Danish travellers, then the <a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">travel guide</a> will advise against unnecessary travel (orange) regardless of whether the country is categorised as open based on the objective criteria.</p><p><strong>Links to national sources</strong></p><p>For more information, you can also check the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Rules and documents required if you are resident in an open country and want to enter Denmark</a></p><p><a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">Travel guide</a>&nbsp;for Danish residents</p><p>&nbsp;"
01-08-20;DNK;Travel;May I enter this country by train?;2;5;WL;"Persons resident in Scania, Halland, Blekinge, Schleswig-Holstein or Norway can enter Denmark regardless of the purpose of their entry if the region meets the criteria for being classified as open. <br>Travelling to and from EU countries is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked, with the exception of <strong>Luxembourg</strong>,&nbsp;<strong>Bulgaria</strong> and <strong>Romania</strong>.</p><p>Travelling to and from Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, Andorra, Monaco, Vatican City State and the Republic of San Marino, is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Persons residing in an 'open' (yellow) country may travel into Denmark with a worthy purpose or with documentation of a stay of minimum six nights.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>. The Danish Police website is updated every Thursday with decisions that will take effect on the forthcoming Saturday at 00.00.<br />Non-Danish citizens with clear symptoms such as dry cough and fever cannot enter Denmark.</p><p><strong>Mandatory Travel Documentation</strong></p><p>Information on required documentation is available on the <a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Specific measures for Danish residents exiting or returning to Denmark</strong></p><p>Danish nationals and persons resident in Denmark can enter Denmark regardless of the intended purpose of their entry.<br />If you are a Danish national, you need your Danish passport as proof of nationality.<br />If you are a resident in Denmark, you have to bring with you a personal identification document with proof of address.</p><p>If a country has significant entry restrictions and quarantine rules for Danish travellers, then the <a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">travel guide</a> will advise against unnecessary travel (orange) regardless of whether the country is categorised as open based on the objective criteria.</p><p><strong>Links to national sources</strong></p><p>For more information, you can also check the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Rules and documents required if you are resident in an open country and want to enter Denmark</a></p><p><a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">Travel guide</a>&nbsp;for Danish residents</p><p>&nbsp;"
01-08-20;DNK;Travel;May I enter this country by bus or coach?;2;6;WL;"Persons resident in Scania, Halland, Blekinge, Schleswig-Holstein or Norway can enter Denmark regardless of the purpose of their entry if the region meets the criteria for being classified as open. <br>Travelling to and from EU countries is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked, with the exception of <strong>Luxembourg</strong>,&nbsp;<strong>Bulgaria</strong> and <strong>Romania</strong>.</p><p>Travelling to and from Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, Andorra, Monaco, Vatican City State and the Republic of San Marino, is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Persons residing in an 'open' (yellow) country may travel into Denmark with a worthy purpose or with documentation of a stay of minimum six nights.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>. The Danish Police website is updated every Thursday with decisions that will take effect on the forthcoming Saturday at 00.00.<br />Non-Danish citizens with clear symptoms such as dry cough and fever cannot enter Denmark.</p><p><strong>Mandatory Travel Documentation</strong></p><p>Information on required documentation is available on the <a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Specific measures for Danish residents exiting or returning to Denmark</strong></p><p>Danish nationals and persons resident in Denmark can enter Denmark regardless of the intended purpose of their entry.<br />If you are a Danish national, you need your Danish passport as proof of nationality.<br />If you are a resident in Denmark, you have to bring with you a personal identification document with proof of address.</p><p>If a country has significant entry restrictions and quarantine rules for Danish travellers, then the <a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">travel guide</a> will advise against unnecessary travel (orange) regardless of whether the country is categorised as open based on the objective criteria.</p><p><strong>Links to national sources</strong></p><p>For more information, you can also check the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Rules and documents required if you are resident in an open country and want to enter Denmark</a></p><p><a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">Travel guide</a>&nbsp;for Danish residents</p><p>&nbsp;"
01-08-20;DNK;Travel;May I enter this country by sea transport?;2;7;WL;"Persons resident in Scania, Halland, Blekinge, Schleswig-Holstein or Norway can enter Denmark regardless of the purpose of their entry if the region meets the criteria for being classified as open. <br>Travelling to and from EU countries is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked, with the exception of <strong>Luxembourg</strong>,&nbsp;<strong>Bulgaria</strong> and <strong>Romania</strong>.</p><p>Travelling to and from Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, Andorra, Monaco, Vatican City State and the Republic of San Marino, is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Persons residing in an 'open' (yellow) country may travel into Denmark with a worthy purpose or with documentation of a stay of minimum six nights.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>. The Danish Police website is updated every Thursday with decisions that will take effect on the forthcoming Saturday at 00.00.<br />Non-Danish citizens with clear symptoms such as dry cough and fever cannot enter Denmark.</p><p><strong>Mandatory Travel Documentation</strong></p><p>Information on required documentation is available on the <a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Specific measures for Danish residents exiting or returning to Denmark</strong></p><p>Danish nationals and persons resident in Denmark can enter Denmark regardless of the intended purpose of their entry.<br />If you are a Danish national, you need your Danish passport as proof of nationality.<br />If you are a resident in Denmark, you have to bring with you a personal identification document with proof of address.</p><p>If a country has significant entry restrictions and quarantine rules for Danish travellers, then the <a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">travel guide</a> will advise against unnecessary travel (orange) regardless of whether the country is categorised as open based on the objective criteria.</p><p><strong>Links to national sources</strong></p><p>For more information, you can also check the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Rules and documents required if you are resident in an open country and want to enter Denmark</a></p><p><a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">Travel guide</a>&nbsp;for Danish residents</p><p>&nbsp;"
01-08-20;DNK;Travel;May I fly to this country?;2;8;WL;"Persons resident in Scania, Halland, Blekinge, Schleswig-Holstein or Norway can enter Denmark regardless of the purpose of their entry if the region meets the criteria for being classified as open. <br>Travelling to and from EU countries is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked, with the exception of <strong>Luxembourg</strong>,&nbsp;<strong>Bulgaria</strong> and <strong>Romania</strong>.</p><p>Travelling to and from Switzerland, Iceland and Liechtenstein, as well as the United Kingdom, Andorra, Monaco, Vatican City State and the Republic of San Marino, is allowed for ""worthy purpose"" or if a stay of at least six nights has been booked.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Rules and Exceptions</strong></p><p>Persons residing in an 'open' (yellow) country may travel into Denmark with a worthy purpose or with documentation of a stay of minimum six nights.</p><p>An updated list of countries allowed to enter Denmark is available on the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">Danish Police website</a>. The Danish Police website is updated every Thursday with decisions that will take effect on the forthcoming Saturday at 00.00.<br />Non-Danish citizens with clear symptoms such as dry cough and fever cannot enter Denmark.</p><p><strong>Mandatory Travel Documentation</strong></p><p>Information on required documentation is available on the <a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Danish Police website</a>.</p><p><strong>Specific measures for Danish residents exiting or returning to Denmark</strong></p><p>Danish nationals and persons resident in Denmark can enter Denmark regardless of the intended purpose of their entry.<br />If you are a Danish national, you need your Danish passport as proof of nationality.<br />If you are a resident in Denmark, you have to bring with you a personal identification document with proof of address.</p><p>If a country has significant entry restrictions and quarantine rules for Danish travellers, then the <a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">travel guide</a> will advise against unnecessary travel (orange) regardless of whether the country is categorised as open based on the objective criteria.</p><p><strong>Links to national sources</strong></p><p>For more information, you can also check the&nbsp;<a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"" target=""_blank"" rel=""noopener"">Rules and documents required if you are resident in an open country and want to enter Denmark</a></p><p><a href=""https://um.dk/da/rejse-og-ophold/rejse-til-udlandet/rejsevejledninger/"" target=""_blank"" rel=""noopener"">Travel guide</a>&nbsp;for Danish residents</p><p>&nbsp;"
01-08-20;DNK;Travel;As a third-country national coming from outside the EU/EEA, May I enter this country without restrictions?;2;9;WL;"Borders are open for Australia, Canada, Georgia, Japan, New Zealand, South Korea, Thailand, Tunisia and Uruguay.<br>If your purpose of entry is tourism, you can enter the country if you have booked a holiday for at least six nights. This requirement cannot include a stay in the Faroe Islands or Greenland.<br>If you are a resident in Denmark, you can enter the country. In this case, you have to bring with you a personal identification document with proof of address.<br>If you are a third-country national not resident in Denmark, you can enter Denmark if:<br>- you have a job purpose or you are to attend a business meeting in Denmark. In this case, you have to bring with you relevant documents, such as an employment contract, a recent payslip or other proof of the working relationship;<br>- you are a student, trainee, ""au pair"" in Denmark. In this case, you have to bring with you relevant documents, such as a letter of confirmation from the educational institution at which you have enrolled, or the trainee contract, or your residence permit;<br>- you are the partner, parent, child, or relative of a Danish national resident in Denmark or a foreign citizen resident in Denmark. You are advised to bring proof of your relationships, such as a marriage certificate or a birth certificate. You are also advised to bring a copy of the health insurance card of the person resident in Denmark. Fiancés, stepparents, siblings, step-siblings, grandparents and step-grandparents have to present a certificate with a negative Coronavirus (COVID-19) result issued at most 72 hours before entry.<br>Non-Danish citizens with clear symptoms such as dry cough and fever cannot enter Denmark.<br>For more information, you can also check the <a href=""https://politi.dk/en/coronavirus-in-denmark/travelling-in-or-out-of-denmark/persons-resident-in-open-countries"">Rules and documents required if you are resident in an open country and want to enter Denmark</a>.<br>"
01-08-20;DNK;Travel;May I enter this country without being subject to a mandatory quarantine?;2;10;Y;Travellers are advised to quarantine at home for 14 days upon their return to Denmark from a country not included in the list of open countries.
01-08-20;DNK;Travel;May I enter this country without a medical certificate or a negative test?;2;11;WL;Third-country nationals who are relative of a Danish national resident in Denmark or a foreign citizen resident in Denmark have to present the proof of a negative COVID-19 test carried out no more than 72 hours before the entry. If the test is not possible within this period, a declaration of this must be presented. The same applies to persons from outside the EU/EEA/UK entering Denmark for a job interview.
01-08-20;DNK;Services;Are non-essential shops open?;3;1;Y;
01-08-20;DNK;Services;Are tourism accommodations open?;3;2;Y;"<b><a href=""https://tinyurl.com/y7x7mkny "">Rebook</a></b><br><br>Customers who had their domestic travel plans cancelled due to Coronavirus could be eligible for a reward when rebooking a stay at the same cancelled property via Booking.com. Rebookings must be made before 31/12/2020 and stays completed before 30/04/2021. The full amount paid goes directly to the accommodation provider.  Please refer to terms and conditions as some exclusions apply. <br><br>Guarantee: No"
01-08-20;DNK;Services;Are restaurants open?;3;3;Y;Groups of more than 10 people are not allowed. The distance between tables has to be of minimum 1 metre. All establishments selling food, drinks or tobacco for on-the-spot consumption must close at midnight, at the latest.
01-08-20;DNK;Services;Are bars & cafés open?;3;4;Y;Groups of more than 10 people are not allowed. The distance between tables has to be of minimum 1 metre. All establishments selling food, drinks or tobacco for on-the-spot consumption must close at midnight, at the latest.
01-08-20;DNK;Services;Are beaches and tourist areas openly accessible?;3;5;;
01-08-20;DNK;Services;Are museums & heritage sites open?;3;6;Y;
01-08-20;DNK;Services;Are personal care services available?;3;7;Y;
01-08-20;DNK;Services;Are places of worship accessible?;3;8;Y;
01-08-20;DNK;Services;Are arrangements for “closed door” (i.e. organised coach tours without intermediate pickup) tourism packages available?;3;9;;
01-08-20;DNK;Health & Safety;Are there any risk areas under lockdown in this country?;4;1;N;
01-08-20;DNK;Health & Safety;Is a mask required in public?;4;2;;The Danish authorities are considering the possibility of recommending the use of face masks in certain situation if other precautions cannot be completed.
01-08-20;DNK;Health & Safety;Is physical distancing required?;4;3;;"At least 1 metre distance in general.<br>
At least 2 metres distance in certain situations such as contacts with risk groups, choirs etc."
01-08-20;DNK;Health & Safety;Health protocols for tourism services and tourists;4;4;;
01-08-20;DNK;Health & Safety;Safety measures for public transportation;4;5;;Physical distancing and hygiene measures must be respected on public transportation. Operators are also required to take protective measures, such as increasing cleaning and ensuring that the safety distance between passengers is respected. Danish airports require all passengers to wear approved medical facemasks according to EASA guidelines.
01-08-20;DNK;Health & Safety;Other measures;4;6;;
01-08-20;DNK;Health & Safety;Recommended contact tracing app;4;7;;A national mobile application for contract tracing has recently been launched.
01-08-20;DNK;Health & Safety;Gatherings;4;8;;"Since 18/03/20, a temporary ban on holding or attending events, activities or similar where more than 10 people are gathered, is in place. The ban will be extended until June 2020, after which the allowed number of people will be increased to 30 - 50 persons. 
As regards major events, events, etc. with over 500 participants, the government will extend the ban  until 31/08/20."
15-06-20;EST;Info;National information;1;1;;PLEASE DO NOT FILL THIS FIELD
15-06-20;EST;Info;Regional information;1;2;;No regional variations.
15-06-20;EST;Info;EU initiatives;1;3;;PLEASE DO NOT FILL THIS FIELD
15-06-20;EST;Info;Voucher schemes;3;10;;
15-06-20;EST;Info;National website with COVID-related information for TOURISM;1;5;;https://www.kriis.ee/en/travelling-and-border-crossing
15-06-20;EST;Info;National website with COVID-related inofrmation for TRANSPORT;1;6;;https://www.kriis.ee/en/travelling-and-border-crossing
15-06-20;EST;Info;National website about COVID situation;1;7;;"<a href=""http://koroonaviirus.ee"">Info Coronavirus</a>"
15-06-20;EST;Info;National Helpline for COVID;1;8;;"+372 634 6630; 1220*, 1247*"
15-06-20;EST;Info;Restrictions on the provision of tourist services at national or sub-national/regional level;1;9;;
15-06-20;EST;Info;Useful Info for tourists;1;10;;"Before starting your journey, please check visa requirements for your destination at: <a href=""https://ec.europa.eu/home-affairs/what-we-do/policies/borders-and-visas/visa-policy/schengen_visa_en"">The Schengen visa</a>

<a href=""https://www.kriis.ee/en"">More info</a>"
15-06-20;EST;Travel;May I freely move within this country?;2;1;Y;
15-06-20;EST;Travel;From within the EU/EEA, may I enter or exit this country for tourism? ;2;2;WL;Travellers coming to country must come from country that has less than 25 COVID cases per 100 000 persons in last 14 days. From 1 June, Estonia admits people with no Covid-19 symptoms arriving from the European Union, the members of the Schengen area or the United Kingdom, but quarantine requirements may apply. The compulsory quarantine for people arriving in Estonia depends on whether the coronavirus infection rate in the country of departure - where they have spent at least 14 days before departure - is above 15 per 100 000 inhabitants. Anyone arriving in Estonia from a country with a higher infection rate must self-isolate for two weeks on arrival. Information on countries and quarantine requirements is updated every Friday. 
15-06-20;EST;Travel;May I transit this country?;2;3;WL;At the border crossing points, i.e. ports, airports and checkpoints at the Russian land borders, the travel documents and medical symptoms will be checked. Foreigners are allowed to transit Estonia on the way to their home country if they do not show symptoms of COVID-19. Detailed information  is provided by border control officials. There are no restrictions for exiting the country. The temporary restriction of border crossing will be reviewed every two weeks.
15-06-20;EST;Travel;May I enter this country by car/motorbike/camper?;2;4;WL;Travellers coming to country must come from country that has less than 25 COVID cases per 100 000 persons in last 14 days. From 1 June, Estonia admits people with no Covid-19 symptoms arriving from the European Union, the members of the Schengen area or the United Kingdom, but quarantine requirements may apply. The compulsory quarantine for people arriving in Estonia depends on whether the coronavirus infection rate in the country of departure - where they have spent at least 14 days before departure - is above 15 per 100000 inhabitants. Anyone arriving in Estonia from a country with a higher infection rate must self-isolate for two weeks on arrival. Information on countries and quarantine requirements is updated every Friday.
15-06-20;EST;Travel;May I enter this country by train?;2;5;WL;Travellers coming to country must come from country that has less than 25 COVID cases per 100 000 persons in last 14 days. From 1 June, Estonia admits people with no Covid-19 symptoms arriving from the European Union, the members of the Schengen area or the United Kingdom, but quarantine requirements may apply. The compulsory quarantine for people arriving in Estonia depends on whether the coronavirus infection rate in the country of departure - where they have spent at least 14 days before departure - is above 15 per 100000 inhabitants. Anyone arriving in Estonia from a country with a higher infection rate must self-isolate for two weeks on arrival. Information on countries and quarantine requirements is updated every Friday.
15-06-20;EST;Travel;May I enter this country by bus or coach?;2;6;WL;Travellers coming to country must come from country that has less than 25 COVID cases per 100 000 persons in last 14 days. From 1 June, Estonia admits people with no Covid-19 symptoms arriving from the European Union, the members of the Schengen area or the United Kingdom, but quarantine requirements may apply. The compulsory quarantine for people arriving in Estonia depends on whether the coronavirus infection rate in the country of departure - where they have spent at least 14 days before departure - is above 15 per 100000 inhabitants. Anyone arriving in Estonia from a country with a higher infection rate must self-isolate for two weeks on arrival. Information on countries and quarantine requirements is updated every Friday.
15-06-20;EST;Travel;May I enter this country by sea transport?;2;7;WL;Travellers coming to country must come from country that has less than 25 COVID cases per 100 000 persons in last 14 days. From 1 June, Estonia admits people with no Covid-19 symptoms arriving from the European Union, the members of the Schengen area or the United Kingdom, but quarantine requirements may apply. The compulsory quarantine for people arriving in Estonia depends on whether the coronavirus infection rate in the country of departure - where they have spent at least 14 days before departure - is above 15 per 100000 inhabitants. Anyone arriving in Estonia from a country with a higher infection rate must self-isolate for two weeks on arrival. Information on countries and quarantine requirements is updated every Friday.
15-06-20;EST;Travel;May I fly to this country?;2;8;WL;Travellers coming to country must come from country that has less than 25 COVID cases per 100 000 persons in last 14 days. From 1 June, Estonia admits people with no Covid-19 symptoms arriving from the European Union, the members of the Schengen area or the United Kingdom, but quarantine requirements may apply. The compulsory quarantine for people arriving in Estonia depends on whether the coronavirus infection rate in the country of departure - where they have spent at least 14 days before departure - is above 15 per 100000 inhabitants. Anyone arriving in Estonia from a country with a higher infection rate must self-isolate for two weeks on arrival. Information on countries and quarantine requirements is updated every Friday.
15-06-20;EST;Travel;As a third-country national coming from outside the EU/EEA, May I enter this country without restrictions?;2;9;N;At the moment only EU and Schengen countries are allowed based on 25 cases per 100 000 within 14 days criteria
15-06-20;EST;Travel;May I enter this country without being subject to a mandatory quarantine?;2;10;WL;People are subject to a mandatory quarantine if they come from countries that had 15-25 COVID cases per 100 000 persons in last 14 days
15-06-20;EST;Travel;May I enter this country without a medical certificate or a negative test?;2;11;Y;
15-06-20;EST;Services;Are non-essential shops open?;3;1;Y;"People should comply with a so-called ""2+2 rule"", i.e. in public places and indoors (except at home) at least 2-metre distance should be maintained from other people. "
15-06-20;EST;Services;Are tourism accommodations open?;3;2;Y;"Hotels, restaurants, museums, spas and attractions are open and welcoming visitors, with precaution methods and processes in order to ensure people safety. People should comply with a so-called ""2+2 rule"", i.e. in public places and indoors (except at home) at least 2-metre distance should be maintained from other people. Public places include also shops, beaches, promenades, hiking trails, etc. There may be up to two people staying together in a public place. This restriction does not apply to families and to people performing public tasks."
15-06-20;EST;Services;Are restaurants open?;3;3;Y;"As of June 1, catering establishments may host visitors throughout their normal opening hours, i.e. also after 10 p.m. The ""2+2 rule"" must be observed and disinfectants must be made available for the clients. "
15-06-20;EST;Services;Are bars & cafés open?;3;4;Y;"As of June 1, catering establishments may host visitors throughout their normal opening hours, i.e. also after 10 p.m. The ""2+2 rule"" must be observed and disinfectants must be made available for the clients. "
